# ћетэастанцы€ ћ≥нск, Ѕеларусь, WMO_ID=26850, выбарка з 19.09.2014 па 26.09.2015, Ґсе дн≥
#  адоҐка: ANSI
# ≤нфармацы€ прадастаҐлена сайтам "–эальны прагноз", rp5.by 
#  ал≥ ласка, пры выкарыстанн≥ даных, спасылайцес€ на названы сайт.
# јбазначэнн€ метэапараметраҐ гл€дзець па адрасу http://rp5.by/archive.php?wmo_id=26850&lang=be
#
"ћ€сцовы час Ґ горадзе ћ≥нск";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.03.2015 06:00";"3.2";"734.1";"755.3";"-1.6";"97";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"3";"";"";"100%.";"ƒождж незам€рзальны бесперапынны слабы Ґ час наз≥ранн€. ";"ƒождж.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"100-200";"";"";"7.0";"2.7";"";"";"";"";"";"";
"02.03.2015 03:00";"3.6";"735.7";"757.0";"-1.4";"93";"¬ецер з поҐдн€";"2";"";"";"100%.";"—муга. ";"ƒождж.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"100-200";"";"";"6.0";"2.6";"";"";"";"";"";"";
"02.03.2015 00:00";"3.2";"737.1";"758.3";"-1.3";"97";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"2";"";"";"100%.";"ƒождж незам€рзальны з перапынкам≥ слабы Ґ час наз≥ранн€. ";"ƒождж.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"100-200";"";"";"4.1";"2.7";"";"";"";"";"";"";
"01.03.2015 21:00";"2.9";"738.4";"759.7";"-1.4";"93";"¬ецер з паҐднЄвага Ґсходу";"2";"";"";"100%.";"ƒождж незам€рзальны бесперапынны слабы Ґ час наз≥ранн€. ";"ƒождж.";"≤мжа.";"";"3.9";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"200-300";"";"";"10.0";"1.9";"0.1";"12";"";"";"";"";
"01.03.2015 18:00";"3.9";"739.8";"761.0";"-1.6";"90";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"3";"";"";"100%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"10.0";"2.4";"";"";"";"";"";"";
"01.03.2015 15:00";"2.7";"741.4";"762.8";"-1.0";"88";"¬ецер з поҐдн€";"2";"";"";"100%.";"—тан неба Ґ вогуле не зм€н≥Ґс€. ";"ƒождж.";"≤мжа.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"15.0";"0.9";"";"";"";"";"";"";
"01.03.2015 12:00";"1.5";"742.4";"764.0";"-0.2";"92";"¬ецер з поҐдн€";"1";"";"";"100%.";"≤мжа незам€рзальна€ бесперапынна€ слаба€ Ґ час наз≥ранн€. ";"ƒождж.";"≤мжа.";"";"";"—ла≥сты€ разорваны€ або кучавы€ разорваны€ воблак≥ кепскага надвор'€, або ты€ й ≥ншы€ разам (разарвана-дажджавы€); звычайна знаходз€цца пад сла≥стым≥ або сла≥ста-дажджавым≥.";"100%.";"300-600";"";"";"10.0";"0.4";"";"";"";"";"";"";
"01.03.2015 09:00";"1.1";"742.6";"764.2";"0.0";"94";"Ўтыль, ветру н€ма";"0";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"0.9";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"40%.";"600-1000";"¬ысокакучавы€, празрысты€ або шчыльны€ Ґ двух або больш сла€х або высокакучавы€ шчыльны€ Ґ адным слое, не распаҐсюджаны€ па небе, або высокакучавы€ з высокасла≥стым≥ або сла≥ста-дажджавым≥.";"";"8.0";"0.3";"";"";"";"";"";"";
"01.03.2015 06:00";"1.3";"742.6";"764.2";"-0.4";"94";"Ўтыль, ветру н€ма";"0";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"8.0";"0.5";"";"";"";"";"";"";
"01.03.2015 03:00";"1.4";"743.0";"764.6";"0.0";"91";"Ўтыль, ветру н€ма";"0";"";"";"100%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"200-300";"";"";"10.0";"0.0";"";"";"";"";"";"";
"01.03.2015 00:00";"1.5";"743.0";"764.6";"0.4";"92";"¬ецер з захаду";"1";"";"";"100%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"15.0";"0.4";"";"";"";"";"";"";
"28.02.2015 21:00";"1.6";"742.6";"764.2";"0.8";"93";"¬ецер з захаду";"2";"";"";"100%.";"—тан неба Ґ вогуле не зм€н≥Ґс€. ";"ƒождж.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"2.2";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"200-300";"";"";"10.0";"0.5";"1.0";"12";"";"";"";"";
"28.02.2015 18:00";"1.9";"741.8";"763.3";"0.3";"91";"¬ецер з захаду";"1";"";"";"100%.";"—тан неба Ґ вогуле не зм€н≥Ґс€. ";"ƒождж.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"15.0";"0.6";"";"";"";"";"";"";
"28.02.2015 15:00";"1.8";"741.5";"763.0";"0.1";"93";"¬ецер з паҐднЄвага захаду";"1";"";"";"100%.";"ƒождж незам€рзальны бесперапынны слабы Ґ час наз≥ранн€. ";"ƒождж са снегам або друг≥м≥ цвЄрдым≥ ападкам≥";"ƒождж.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"8.0";"0.7";"";"";"";"";"";"";
"28.02.2015 12:00";"0.7";"741.4";"763.0";"0.6";"96";"¬ецер з паҐднЄвага захаду";"1";"";"";"100%.";"—нег бесперапынны слабы Ґ час наз≥ранн€. ";"ƒождж са снегам або друг≥м≥ цвЄрдым≥ ападкам≥";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ разорваны€ або кучавы€ разорваны€ воблак≥ кепскага надвор'€, або ты€ й ≥ншы€ разам (разарвана-дажджавы€); звычайна знаходз€цца пад сла≥стым≥ або сла≥ста-дажджавым≥.";"70 Ц 80%.";"200-300";"¬ысокасла≥сты€ непразрысты€ або сла≥ста-дажджвы€.";"";"4.8";"0.1";"";"";"";"";"";"";
"28.02.2015 09:00";"0.3";"740.8";"762.4";"0.3";"98";"Ўтыль, ветру н€ма";"0";"";"";"100%.";"—нег бесперапынны слабы Ґ час наз≥ранн€. ";"ƒождж са снегам або друг≥м≥ цвЄрдым≥ ападкам≥";"ƒождж.";"0.3";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"200-300";"";"";"4.2";"0.0";"2.0";"12";"";"";"–оҐны слой зл€жалага або мокрага снегу пакрывае паверхню грунту поҐнасцю.";"1.0";
"28.02.2015 06:00";"0.3";"740.5";"762.1";"-0.4";"96";"Ўтыль, ветру н€ма";"0";"";"";"100%.";"—муга. ";"ƒождж са снегам або друг≥м≥ цвЄрдым≥ ападкам≥";"ƒождж.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"200-300";"";"";"7.0";"-0.3";"";"";"";"";"";"";
"28.02.2015 03:00";"0.4";"740.9";"762.5";"-0.1";"96";"Ўтыль, ветру н€ма";"0";"";"";"100%.";"ƒождж незам€рзальны бесперапынны слабы Ґ час наз≥ранн€. ";"ƒождж са снегам або друг≥м≥ цвЄрдым≥ ападкам≥";"ƒождж.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"200-300";"";"";"2.9";"-0.2";"";"";"";"";"";"";
"28.02.2015 00:00";"0.7";"741.0";"762.6";"-0.4";"98";"Ўтыль, ветру н€ма";"0";"";"";"100%.";"ƒождж незам€рзальны бесперапынны слабы Ґ час наз≥ранн€. ";"ƒождж са снегам або друг≥м≥ цвЄрдым≥ ападкам≥";"ƒождж.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"3.1";"0.4";"";"";"";"";"";"";
"27.02.2015 21:00";"0.3";"741.4";"763.0";"0.0";"98";"Ўтыль, ветру н€ма";"0";"";"";"100%.";"—нег бесперапынны слабы Ґ час наз≥ранн€. ";"ƒождж са снегам або друг≥м≥ цвЄрдым≥ ападкам≥";"ƒождж.";"";"2.0";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"100-200";"";"";"1.9";"0.0";"2.0";"12";"";"";"";"";
"27.02.2015 18:00";"1.4";"741.4";"763.0";"-0.4";"94";"¬ецер з усходу";"1";"";"";"100%.";"ƒождж незам€рзальны бесперапынны слабы Ґ час наз≥ранн€. ";"ƒождж.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"100-200";"";"";"5.0";"0.6";"";"";"";"";"";"";
"27.02.2015 15:00";"2.0";"741.8";"763.3";"-0.7";"93";"¬ецер з усходу";"1";"";"";"100%.";"ƒождж незам€рзальны бесперапынны слабы Ґ час наз≥ранн€. ";"ƒождж са снегам або друг≥м≥ цвЄрдым≥ ападкам≥";"ƒождж.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"200-300";"";"";"6.0";"0.9";"";"";"";"";"";"";
"27.02.2015 12:00";"1.2";"742.5";"764.1";"-0.4";"91";"¬ецер з усходу";"1";"";"";"100%.";"—нег бесперапынны слабы Ґ час наз≥ранн€. ";"ƒождж са снегам або друг≥м≥ цвЄрдым≥ ападкам≥";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"5.0";"-0.2";"";"";"";"";"";"";
"27.02.2015 09:00";"0.4";"742.9";"764.6";"-0.4";"92";"¬ецер з усходу";"2";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"0.3";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"200-300";"";"";"8.0";"-0.7";"";"";"";"";"";"";
"27.02.2015 06:00";"0.9";"743.3";"764.9";"-0.9";"90";"¬ецер з усхода-паҐночна-Ґсходу";"2";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"200-300";"";"";"8.0";"-0.5";"";"";"";"";"";"";
"27.02.2015 03:00";"1.2";"744.2";"765.8";"-0.9";"94";"¬ецер з усхода-паҐночна-Ґсходу";"1";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"200-300";"";"";"4.9";"0.4";"";"";"";"";"";"";
"27.02.2015 00:00";"1.8";"745.1";"766.8";"-0.6";"93";"¬ецер з усхода-паҐночна-Ґсходу";"1";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"100-200";"";"";"6.0";"0.7";"";"";"";"";"";"";
"26.02.2015 21:00";"2.2";"745.7";"767.3";"0.1";"95";"¬ецер з паҐночнага Ґсходу";"1";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"3.7";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"200-300";"";"";"6.0";"1.4";"";"";"";"";"";"";
